Date,SKU,SKU_Name,Demand,Forecast_Demand
2024-09-19,DIY0-001,Power Drill,16.0,13.323389693697262
2024-09-19,CLTH-003,Formal Trousers,5.0,10.707532713945971
2024-09-19,SPRT-001,Yoga Mat,14.0,13.717402966172976
2024-09-19,OFFC-002,Ballpoint Pens 10pk,9.0,13.43632622776338
2024-09-19,GRDN-001,Garden Hose 20m,15.0,13.85884278840749
2024-09-19,BOOK-001,Fiction Novel,6.0,15.116754568411295
2024-09-19,ELEC-003,Wireless Charger,8.0,8.285385709363977
2024-09-19,CLTH-002,Cotton T-Shirt,8.0,10.824797067388628
2024-09-19,HOMK-003,Cutting Board,16.0,14.51422476658418
2024-09-19,FURN-003,Bedside Table,12.0,14.533325223719956
2024-09-19,BEAU-003,Hair Serum 100ml,29.0,15.541471650105288
2024-09-19,MUSC-001,Acoustic Guitar,11.0,14.544779850805591
2024-09-19,TOOL-003,Adjustable Wrench,25.0,13.479054429681106
2024-09-19,GROC-001,Ground Coffee 500g,20.0,19.508383149216577
2024-09-19,MOVI-002,Streaming Voucher,11.0,14.149300999648805
2024-09-19,PCAR-003,Shampoo 400ml,6.0,13.947142654538556
2024-09-19,PCAR-002,Razor 5-Blade,5.0,14.081439385520945
2024-09-19,PETS-002,Cat Litter 5kg,7.0,14.268439300341418
2024-09-19,GROC-003,Pasta 500g,13.0,19.148950075271017
2024-09-19,AUTO-002,Tyre Inflator,14.0,14.256886203722749
2024-09-19,HLTH-001,Vitamin C 60 Tablets,19.0,14.239304341530662
2024-09-19,AUTO-003,Car Seat Organiser,11.0,13.782082253369987
2024-09-19,HOMK-002,Knife Set 5pc,8.0,13.1779716428106
2024-09-19,BEAU-001,Face Moisturiser,26.0,14.022395808588506
2024-09-19,BABY-003,Baby Wipes 80ct,9.0,13.427396643262709
2024-09-20,SOFT-001,Antivirus 1-Year,14.0,13.451281255054962
2024-09-20,OFFC-001,A4 Paper Ream,13.0,13.431815194482423
2024-09-20,JWLY-002,Gold Earrings,15.0,13.892907692123392
2024-09-20,JWLY-003,Pearl Bracelet,25.0,14.47516952291188
2024-09-20,GROC-002,Cooking Oil 1L,22.0,19.821975594536035
2024-09-20,PETS-003,Pet Collar,14.0,14.77220403267156
2024-09-20,CLTH-002,Cotton T-Shirt,9.0,10.912161826456389
2024-09-20,OFFC-002,Ballpoint Pens 10pk,15.0,13.370065019274884
2024-09-20,AUTO-002,Tyre Inflator,9.0,14.57589351080135
2024-09-20,BOOK-001,Fiction Novel,27.0,15.350306108448557
2024-09-20,BEAU-001,Face Moisturiser,14.0,13.935864169702713
2024-09-20,FURN-002,Bookshelf 5-Tier,16.0,13.904931070790385
2024-09-20,SOFT-002,Office Suite,10.0,12.47938698709009
2024-09-20,APPL-001,Air Fryer 5L,9.0,13.946607351847623
2024-09-20,TOYS-002,Remote Control Car,25.0,14.905950624305229
2024-09-20,SPRT-003,Resistance Bands,18.0,14.24676709747911
2024-09-20,GROC-001,Ground Coffee 500g,18.0,19.587750977524976
2024-09-20,PCAR-001,Electric Toothbrush,6.0,14.574006086322727
2024-09-20,BABY-002,Nappy Pack 40,14.0,14.41104384588495
2024-09-20,TOYS-003,Jigsaw Puzzle 500pc,11.0,14.21856849970294
2024-09-20,BOOK-003,Self-Help Guide,9.0,14.159888933280786
2024-09-20,OUTD-001,Camping Tent 2P,23.0,13.430450781225408
2024-09-20,ELEC-001,Bluetooth Speaker,6.0,8.21348464272559
2024-09-20,HLTH-002,Digital Thermometer,7.0,13.277554099820549
2024-09-20,APPL-002,Microwave Oven 20L,14.0,13.833386607116136
2024-09-20,GROC-003,Pasta 500g,17.0,19.27763273926446
2024-09-20,MUSC-002,DJ Headphones,12.0,13.750708270057205
2024-09-20,MOVI-003,Popcorn Maker,29.0,14.214407337791489
2024-09-20,SPRT-002,Dumbbell Pair 5kg,25.0,14.293261076867118
2024-09-20,BEAU-002,Lipstick Set,6.0,14.529901484627604
2024-09-20,MOVI-002,Streaming Voucher,4.0,13.669262686252456
2024-09-20,JWLY-001,Silver Necklace,22.0,14.171522981540932
2024-09-20,AUTO-001,Dash Cam HD,4.0,12.2412145888651
2024-09-20,OUTD-003,Hiking Socks 3-Pack,26.0,13.521627482873768
2024-09-20,OUTD-002,Sleeping Bag,14.0,14.132304865228942
2024-09-20,TOOL-001,Screwdriver Set,31.0,14.233548736802923
2024-09-20,BOOK-002,Academic Textbook,15.0,13.830364403452924
2024-09-20,PCAR-003,Shampoo 400ml,30.0,13.178729469644823
2024-09-20,FURN-001,Office Chair,12.0,14.805138313753323
2024-09-20,HOMK-001,Non-stick Pan 28cm,14.0,13.24633663775884
2024-09-20,AUTO-003,Car Seat Organiser,11.0,13.455498088099707
2024-09-20,CLTH-001,Denim Jacket,11.0,10.397505872153207
2024-09-20,DIY0-001,Power Drill,6.0,13.054370130778004
2024-09-20,OFFC-003,Desk Organiser,12.0,12.860320040548714
2024-09-20,MOVI-001,Action DVD Pack,15.0,13.671595094630645
2024-09-20,SPRT-001,Yoga Mat,11.0,14.227032700528245
2024-09-20,BEAU-003,Hair Serum 100ml,15.0,13.418113400459289
2024-09-20,GRDN-002,Plant Pots Set,6.0,12.417214943754448
2024-09-20,PCAR-002,Razor 5-Blade,10.0,14.044158745356349
2024-09-20,APPL-003,Hand Blender,16.0,14.169037670667214
2024-09-20,PETS-001,Dry Dog Food 2kg,23.0,14.353924784529257
2024-09-20,GRDN-003,Pruning Shears,4.0,14.208639051080844
2024-09-20,GRDN-001,Garden Hose 20m,10.0,14.551036269183234
2024-09-20,HLTH-003,First Aid Kit,14.0,13.720289029200098
2024-09-20,TOOL-002,Hammer 500g,14.0,14.598390670633734
2024-09-20,CLTH-003,Formal Trousers,10.0,10.99600937931069
2024-09-20,BABY-003,Baby Wipes 80ct,16.0,13.977278231063684
2024-09-20,TOOL-003,Adjustable Wrench,17.0,13.931301653711897
2024-09-20,PETS-002,Cat Litter 5kg,17.0,14.124229234925622
2024-09-20,ELEC-002,USB-C Hub 7-Port,11.0,8.798015206289953
2024-09-20,DIY0-003,Adhesive Tape Pack,7.0,13.11790809139259
2024-09-20,BABY-001,Baby Monitor,7.0,13.029351923354003
2024-09-20,MUSC-003,Digital Piano,16.0,14.255442077407835
2024-09-20,FURN-003,Bedside Table,4.0,13.05896008127995
2024-09-20,HOMK-003,Cutting Board,11.0,13.610030288304856
2024-09-20,TOYS-001,Building Blocks Set,7.0,13.943932666755178
2024-09-20,MUSC-001,Acoustic Guitar,9.0,13.598986749140918
2024-09-20,HOMK-002,Knife Set 5pc,10.0,13.602067055463696
2024-09-20,HLTH-001,Vitamin C 60 Tablets,2.0,14.46131250962694
2024-09-20,DIY0-002,Sandpaper Pack,20.0,13.579072146655408
2024-09-20,ELEC-003,Wireless Charger,5.0,8.440040795907391
2024-09-20,SOFT-003,VPN Subscription,23.0,13.533884508320265
2024-09-21,PETS-003,Pet Collar,8.0,13.537374002048011
2024-09-21,BOOK-003,Self-Help Guide,12.0,14.236774733772402
2024-09-21,CLTH-003,Formal Trousers,9.0,11.082625260112604
2024-09-21,ELEC-002,USB-C Hub 7-Port,2.0,8.194460603160307
2024-09-21,DIY0-002,Sandpaper Pack,20.0,14.859590453176097
2024-09-21,DIY0-001,Power Drill,15.0,12.58355781740626
2024-09-21,GROC-001,Ground Coffee 500g,27.0,19.81049116770058
2024-09-21,BOOK-001,Fiction Novel,12.0,14.324399077439177
2024-09-21,PETS-001,Dry Dog Food 2kg,18.0,13.441446043936612
2024-09-21,PCAR-002,Razor 5-Blade,8.0,13.738932310023753
2024-09-21,TOOL-003,Adjustable Wrench,13.0,13.431647042680094
2024-09-21,SOFT-003,VPN Subscription,6.0,13.418935768162
2024-09-21,HOMK-003,Cutting Board,9.0,14.119544007589823
2024-09-21,MUSC-001,Acoustic Guitar,16.0,13.794194616321017
2024-09-21,OUTD-001,Camping Tent 2P,6.0,13.516919932563638
2024-09-21,BEAU-001,Face Moisturiser,2.0,14.099350304347931
2024-09-21,HOMK-002,Knife Set 5pc,20.0,13.141126898557308
2024-09-21,ELEC-003,Wireless Charger,10.0,8.077505156991315
2024-09-21,MUSC-002,DJ Headphones,17.0,14.30845293672602
2024-09-21,SPRT-001,Yoga Mat,8.0,13.976987395319036
2024-09-21,ELEC-001,Bluetooth Speaker,10.0,8.539982033113155
2024-09-21,MOVI-003,Popcorn Maker,21.0,13.869168389138787
2024-09-21,APPL-003,Hand Blender,12.0,14.325213493156912
2024-09-21,AUTO-001,Dash Cam HD,14.0,13.029297166742245
2024-09-21,OUTD-003,Hiking Socks 3-Pack,14.0,13.543285657803684
2024-09-21,AUTO-003,Car Seat Organiser,6.0,15.05192053744766
2024-09-21,OFFC-002,Ballpoint Pens 10pk,11.0,13.96771627390307
2024-09-21,BOOK-002,Academic Textbook,15.0,14.639460744335778
2024-09-21,GROC-002,Cooking Oil 1L,23.0,20.168971899944736
2024-09-21,HLTH-003,First Aid Kit,23.0,14.636052895843315
2024-09-21,TOYS-001,Building Blocks Set,9.0,13.549440843167329
2024-09-21,HLTH-001,Vitamin C 60 Tablets,14.0,14.164281268114443
2024-09-21,FURN-002,Bookshelf 5-Tier,18.0,14.020302591553293
2024-09-21,FURN-001,Office Chair,10.0,14.02568609448224
2024-09-21,OUTD-002,Sleeping Bag,15.0,13.542988094188647
2024-09-21,OFFC-003,Desk Organiser,13.0,14.572573024686122
2024-09-21,SPRT-002,Dumbbell Pair 5kg,10.0,14.34380210836035
2024-09-21,BABY-002,Nappy Pack 40,21.0,13.966736390817474
2024-09-21,TOYS-003,Jigsaw Puzzle 500pc,16.0,14.594306879148498
2024-09-21,GROC-003,Pasta 500g,19.0,21.406046677201
2024-09-21,APPL-001,Air Fryer 5L,25.0,13.45712233792846
2024-09-21,APPL-002,Microwave Oven 20L,11.0,13.632599054017184
2024-09-21,HLTH-002,Digital Thermometer,9.0,13.232879277004
2024-09-21,JWLY-002,Gold Earrings,13.0,13.47269686899268
2024-09-21,MOVI-001,Action DVD Pack,19.0,13.922051132491578
2024-09-21,MUSC-003,Digital Piano,14.0,14.477473709309162
2024-09-21,PETS-002,Cat Litter 5kg,17.0,13.672460566398309
2024-09-21,FURN-003,Bedside Table,16.0,13.847440475078264
2024-09-21,OFFC-001,A4 Paper Ream,19.0,13.451006458279329
2024-09-21,TOYS-002,Remote Control Car,26.0,14.61779955507266
2024-09-21,SOFT-002,Office Suite,12.0,12.931334076444598
2024-09-21,TOOL-001,Screwdriver Set,31.0,13.122318985484728
2024-09-21,HOMK-001,Non-stick Pan 28cm,4.0,12.159391675147768
2024-09-21,TOOL-002,Hammer 500g,14.0,13.504084962885504
2024-09-21,SPRT-003,Resistance Bands,11.0,14.487559743838482
2024-09-21,GRDN-002,Plant Pots Set,11.0,13.253326711517824
2024-09-21,GRDN-003,Pruning Shears,12.0,12.700583715834467
2024-09-21,CLTH-002,Cotton T-Shirt,8.0,11.13419244050015
2024-09-21,BEAU-003,Hair Serum 100ml,11.0,14.900899592298543
2024-09-21,BABY-001,Baby Monitor,11.0,13.825016503158528
2024-09-21,CLTH-001,Denim Jacket,15.0,11.322854131255744
2024-09-21,MOVI-002,Streaming Voucher,23.0,13.929700507712951
2024-09-21,PCAR-003,Shampoo 400ml,10.0,13.659280591830836
2024-09-21,SOFT-001,Antivirus 1-Year,10.0,14.417302380890504
2024-09-21,JWLY-001,Silver Necklace,10.0,14.123443037572912
2024-09-21,BEAU-002,Lipstick Set,14.0,14.514858897158264
2024-09-21,DIY0-003,Adhesive Tape Pack,11.0,12.940399797461666
2024-09-21,JWLY-003,Pearl Bracelet,8.0,14.859768426399512
2024-09-21,GRDN-001,Garden Hose 20m,26.0,13.858752664235295
2024-09-21,BABY-003,Baby Wipes 80ct,10.0,13.709672221472436
2024-09-21,AUTO-002,Tyre Inflator,12.0,14.577630841613146
2024-09-21,PCAR-001,Electric Toothbrush,15.0,14.218434136811204
2024-09-22,TOOL-002,Hammer 500g,14.0,13.852018341298098
2024-09-22,HLTH-001,Vitamin C 60 Tablets,16.0,14.838044550378031
2024-09-22,HLTH-002,Digital Thermometer,13.0,13.159365243218415
2024-09-22,HOMK-003,Cutting Board,21.0,13.705816384615106
2024-09-22,GRDN-002,Plant Pots Set,5.0,12.666991075747102
2024-09-22,PCAR-002,Razor 5-Blade,18.0,14.14185325111637
2024-09-22,CLTH-002,Cotton T-Shirt,19.0,10.865670104003408
2024-09-22,TOYS-002,Remote Control Car,12.0,13.762345877347226
2024-09-22,TOYS-003,Jigsaw Puzzle 500pc,13.0,13.85454556878608
2024-09-22,BEAU-003,Hair Serum 100ml,17.0,13.90266203543423
2024-09-22,MOVI-002,Streaming Voucher,25.0,14.392090392580718
2024-09-22,DIY0-002,Sandpaper Pack,29.0,14.36017968009926
2024-09-22,CLTH-003,Formal Trousers,6.0,10.67899536789212
2024-09-22,GROC-001,Ground Coffee 500g,27.0,20.329508221424454
2024-09-22,APPL-001,Air Fryer 5L,7.0,14.236942611753824
2024-09-22,BOOK-002,Academic Textbook,11.0,15.006321669629743
2024-09-22,PCAR-003,Shampoo 400ml,16.0,13.966897145405271
2024-09-22,OUTD-002,Sleeping Bag,12.0,12.730573936633585
2024-09-22,AUTO-001,Dash Cam HD,9.0,12.70285923982229
2024-09-22,JWLY-002,Gold Earrings,11.0,13.963291458135998
2024-09-22,MUSC-002,DJ Headphones,9.0,13.51034952121283
2024-09-22,BABY-002,Nappy Pack 40,8.0,13.368343427078932
2024-09-22,DIY0-003,Adhesive Tape Pack,16.0,14.916346639145472
2024-09-22,HOMK-002,Knife Set 5pc,15.0,12.901444719896991
2024-09-22,MOVI-003,Popcorn Maker,14.0,14.553302024111858
2024-09-22,CLTH-001,Denim Jacket,2.0,10.89859053501039
2024-09-22,MOVI-001,Action DVD Pack,10.0,13.662583705082156
2024-09-22,PCAR-001,Electric Toothbrush,15.0,13.68013794086023
2024-09-22,APPL-003,Hand Blender,18.0,13.873622107971755
2024-09-22,HLTH-003,First Aid Kit,3.0,13.377682213240725
2024-09-22,SPRT-003,Resistance Bands,12.0,14.141814190462624
2024-09-22,GRDN-003,Pruning Shears,30.0,14.190261271697576
2024-09-22,TOYS-001,Building Blocks Set,13.0,14.021405749134114
2024-09-22,BABY-001,Baby Monitor,12.0,13.749541563475097
2024-09-22,PETS-001,Dry Dog Food 2kg,13.0,14.499546503924304
2024-09-22,JWLY-001,Silver Necklace,15.0,15.200314791876668
2024-09-22,BOOK-003,Self-Help Guide,23.0,13.823393563215342
2024-09-22,BEAU-002,Lipstick Set,29.0,14.122500265448002
2024-09-22,JWLY-003,Pearl Bracelet,21.0,14.407793897113526
2024-09-22,PETS-002,Cat Litter 5kg,9.0,13.220690725745165
2024-09-22,HOMK-001,Non-stick Pan 28cm,3.0,12.0051889580987
2024-09-22,TOOL-001,Screwdriver Set,7.0,14.722700412964668
2024-09-22,FURN-002,Bookshelf 5-Tier,20.0,14.22221175475571
2024-09-22,FURN-001,Office Chair,15.0,14.058111711012186
2024-09-22,OFFC-003,Desk Organiser,15.0,14.284903722699948
2024-09-22,APPL-002,Microwave Oven 20L,23.0,15.114587631563715
2024-09-22,SPRT-002,Dumbbell Pair 5kg,8.0,13.73113684918428
2024-09-22,GROC-003,Pasta 500g,32.0,20.11184359335114
2024-09-22,OFFC-001,A4 Paper Ream,9.0,13.758502446568368
2024-09-22,PETS-003,Pet Collar,18.0,14.506894112456028
2024-09-22,ELEC-002,USB-C Hub 7-Port,6.0,8.764052622711736
2024-09-22,GROC-002,Cooking Oil 1L,20.0,20.796802562032948
2024-09-22,TOOL-003,Adjustable Wrench,9.0,13.37429134858132
2024-09-22,DIY0-001,Power Drill,10.0,13.02561802867275
2024-09-22,SOFT-003,VPN Subscription,11.0,13.544163035770342
2024-09-22,MUSC-001,Acoustic Guitar,19.0,14.976980032758185
2024-09-22,OUTD-001,Camping Tent 2P,18.0,12.930646096048957
2024-09-22,BEAU-001,Face Moisturiser,17.0,14.801338372415138
2024-09-22,BOOK-001,Fiction Novel,5.0,15.10597800993898
2024-09-22,ELEC-003,Wireless Charger,4.0,8.002303772426412
2024-09-22,ELEC-001,Bluetooth Speaker,11.0,8.452924139609719
2024-09-22,SPRT-001,Yoga Mat,11.0,14.09235545483811
2024-09-22,FURN-003,Bedside Table,22.0,13.178506843845089
2024-09-22,SOFT-001,Antivirus 1-Year,8.0,12.836067215043167
2024-09-22,BABY-003,Baby Wipes 80ct,25.0,13.538241190445596
2024-09-22,MUSC-003,Digital Piano,10.0,13.23921587423082
2024-09-22,GRDN-001,Garden Hose 20m,19.0,13.512588189605369
2024-09-22,AUTO-002,Tyre Inflator,4.0,14.387071053383652
2024-09-22,OUTD-003,Hiking Socks 3-Pack,17.0,13.574561487386823
2024-09-22,OFFC-002,Ballpoint Pens 10pk,8.0,13.68016277268567
2024-09-22,SOFT-002,Office Suite,8.0,13.729444611853772
2024-09-22,AUTO-003,Car Seat Organiser,9.0,13.571550403333289
2024-09-23,BABY-002,Nappy Pack 40,4.0,12.960619876489892
2024-09-23,FURN-001,Office Chair,24.0,13.357466572916744
2024-09-23,APPL-002,Microwave Oven 20L,15.0,14.374256065203651
2024-09-23,SOFT-001,Antivirus 1-Year,8.0,12.844794087359531
2024-09-23,TOOL-002,Hammer 500g,14.0,13.537152690228574
2024-09-23,GRDN-001,Garden Hose 20m,13.0,14.381665557232743
2024-09-23,OFFC-001,A4 Paper Ream,8.0,13.358938039469727
2024-09-23,TOYS-002,Remote Control Car,8.0,14.840741999634233
2024-09-23,PCAR-001,Electric Toothbrush,8.0,14.298836470126016
2024-09-23,TOOL-003,Adjustable Wrench,10.0,13.531855695018336
2024-09-23,SPRT-002,Dumbbell Pair 5kg,20.0,14.304406016445846
2024-09-23,PCAR-002,Razor 5-Blade,19.0,13.878647575828955
2024-09-23,MUSC-001,Acoustic Guitar,9.0,14.128062872952524
2024-09-23,HOMK-002,Knife Set 5pc,6.0,13.314107972452708
2024-09-23,SPRT-001,Yoga Mat,10.0,14.270226650642623
2024-09-23,MOVI-003,Popcorn Maker,13.0,14.262899295579968
2024-09-23,GROC-001,Ground Coffee 500g,15.0,20.03155072780184
2024-09-23,OUTD-003,Hiking Socks 3-Pack,9.0,13.968340779174063
2024-09-23,GROC-002,Cooking Oil 1L,19.0,20.077589197611687
2024-09-23,CLTH-003,Formal Trousers,3.0,11.336264153652165
2024-09-23,BOOK-003,Self-Help Guide,12.0,13.461969064421233
2024-09-23,ELEC-003,Wireless Charger,3.0,8.339248685291302
2024-09-23,TOYS-003,Jigsaw Puzzle 500pc,17.0,13.943394418518556
2024-09-23,HLTH-003,First Aid Kit,9.0,13.51485884842483
2024-09-23,BABY-001,Baby Monitor,16.0,14.406693885382188
2024-09-23,BEAU-002,Lipstick Set,14.0,15.401558008616847
2024-09-23,JWLY-003,Pearl Bracelet,24.0,15.449460693172218
2024-09-23,HOMK-001,Non-stick Pan 28cm,19.0,13.28597422303558
2024-09-23,DIY0-003,Adhesive Tape Pack,12.0,13.474106272833946
2024-09-23,AUTO-002,Tyre Inflator,4.0,13.093442899612466
2024-09-23,MOVI-002,Streaming Voucher,11.0,14.98153108436598
2024-09-23,AUTO-003,Car Seat Organiser,16.0,13.263918505602293
2024-09-23,BEAU-003,Hair Serum 100ml,18.0,14.824780018952342
2024-09-23,APPL-003,Hand Blender,17.0,14.075323497889634
2024-09-23,MUSC-003,Digital Piano,9.0,14.276416399545306
2024-09-23,OFFC-003,Desk Organiser,8.0,13.436839273278377
2024-09-23,ELEC-001,Bluetooth Speaker,15.0,8.134877366719543
2024-09-23,ELEC-002,USB-C Hub 7-Port,7.0,8.945248209514602
2024-09-23,FURN-003,Bedside Table,17.0,14.087364894907818
2024-09-23,PETS-003,Pet Collar,15.0,14.413272801600812
2024-09-23,BOOK-002,Academic Textbook,16.0,13.849146972321218
2024-09-23,AUTO-001,Dash Cam HD,17.0,13.788306816157826
2024-09-23,MUSC-002,DJ Headphones,21.0,13.788720025925638
2024-09-23,GROC-003,Pasta 500g,24.0,20.354749590315016
2024-09-23,MOVI-001,Action DVD Pack,10.0,13.941577639568449
2024-09-23,HLTH-001,Vitamin C 60 Tablets,16.0,14.471669781442994
2024-09-23,SOFT-002,Office Suite,16.0,12.901808174415592
2024-09-23,PETS-001,Dry Dog Food 2kg,6.0,13.991033341536706
2024-09-23,OFFC-002,Ballpoint Pens 10pk,25.0,14.47892451484052
2024-09-23,SOFT-003,VPN Subscription,18.0,13.423941849126107
2024-09-23,PETS-002,Cat Litter 5kg,14.0,14.482355213530788
2024-09-23,OUTD-001,Camping Tent 2P,5.0,13.185188840849593
2024-09-23,BEAU-001,Face Moisturiser,25.0,15.106762745882282
2024-09-23,BOOK-001,Fiction Novel,15.0,13.75303058665734
2024-09-23,HOMK-003,Cutting Board,16.0,13.79540805226556
2024-09-23,CLTH-002,Cotton T-Shirt,12.0,11.059786243027515
2024-09-23,SPRT-003,Resistance Bands,10.0,14.731544248711163
2024-09-23,DIY0-002,Sandpaper Pack,9.0,14.022527664219716
2024-09-23,GRDN-002,Plant Pots Set,9.0,12.714591284843769
2024-09-23,PCAR-003,Shampoo 400ml,9.0,14.195475418831345
2024-09-23,OUTD-002,Sleeping Bag,8.0,13.51417600021555
2024-09-23,APPL-001,Air Fryer 5L,18.0,15.00971058405957
2024-09-23,DIY0-001,Power Drill,9.0,12.698816290127947
2024-09-23,GRDN-003,Pruning Shears,12.0,12.69538829468821
2024-09-23,BABY-003,Baby Wipes 80ct,14.0,13.652550926440696
2024-09-23,TOOL-001,Screwdriver Set,23.0,14.981746646707077
2024-09-23,JWLY-002,Gold Earrings,8.0,13.560089299250045
2024-09-23,HLTH-002,Digital Thermometer,6.0,13.891829613642312
2024-09-23,TOYS-001,Building Blocks Set,4.0,14.687390177167607
2024-09-23,FURN-002,Bookshelf 5-Tier,16.0,13.665676762192104
2024-09-23,JWLY-001,Silver Necklace,10.0,13.606790396200816
2024-09-23,CLTH-001,Denim Jacket,8.0,10.706956832240426
2024-09-24,HLTH-003,First Aid Kit,19.0,14.478981124151357
2024-09-24,AUTO-002,Tyre Inflator,8.0,14.64744862662148
2024-09-24,SOFT-002,Office Suite,6.0,13.206593332391062
2024-09-24,AUTO-003,Car Seat Organiser,10.0,13.626128732605045
2024-09-24,MOVI-003,Popcorn Maker,19.0,14.521311039732897
2024-09-24,CLTH-001,Denim Jacket,7.0,11.165143272718286
2024-09-24,FURN-002,Bookshelf 5-Tier,20.0,14.103757138070629
2024-09-24,APPL-002,Microwave Oven 20L,11.0,14.194437586587416
2024-09-24,HOMK-003,Cutting Board,5.0,14.059829616775817
2024-09-24,JWLY-003,Pearl Bracelet,9.0,14.658914823300831
2024-09-24,OFFC-002,Ballpoint Pens 10pk,15.0,14.05117351170436
2024-09-24,MOVI-001,Action DVD Pack,9.0,14.008598760884952
2024-09-24,GROC-002,Cooking Oil 1L,19.0,19.42086086612185
2024-09-24,SPRT-003,Resistance Bands,22.0,13.922427715205302
2024-09-24,SPRT-002,Dumbbell Pair 5kg,23.0,13.592877105233027
2024-09-24,GRDN-003,Pruning Shears,8.0,13.713828264301098
2024-09-24,ELEC-003,Wireless Charger,15.0,8.454455054882343
2024-09-24,APPL-003,Hand Blender,29.0,14.593201321964711
2024-09-24,ELEC-002,USB-C Hub 7-Port,8.0,8.261743393327901
2024-09-24,BEAU-002,Lipstick Set,13.0,14.34923651685672
2024-09-24,TOYS-001,Building Blocks Set,15.0,12.99988842303881
2024-09-24,BOOK-003,Self-Help Guide,30.0,13.795197226884367
2024-09-24,BABY-001,Baby Monitor,4.0,13.448829246158729
2024-09-24,GROC-003,Pasta 500g,47.0,19.76805908601605
2024-09-24,OUTD-003,Hiking Socks 3-Pack,30.0,13.8659852478285
2024-09-24,PETS-003,Pet Collar,11.0,14.538188317626608
2024-09-24,JWLY-001,Silver Necklace,14.0,13.254422485604842
2024-09-24,OFFC-003,Desk Organiser,19.0,14.970875577466886
2024-09-24,SPRT-001,Yoga Mat,5.0,13.974935971051208
2024-09-24,PETS-002,Cat Litter 5kg,5.0,14.434718128669363
2024-09-24,HOMK-002,Knife Set 5pc,12.0,13.762830199402304
2024-09-24,ELEC-001,Bluetooth Speaker,8.0,7.73422909413275
2024-09-24,TOYS-003,Jigsaw Puzzle 500pc,19.0,14.82034612209474
2024-09-24,CLTH-002,Cotton T-Shirt,2.0,11.089169437285737
2024-09-24,MOVI-002,Streaming Voucher,14.0,13.7440940420556
2024-09-24,MUSC-003,Digital Piano,18.0,13.725541279843474
2024-09-24,PCAR-003,Shampoo 400ml,10.0,14.129044696164977
2024-09-24,DIY0-003,Adhesive Tape Pack,18.0,14.121392219894162
2024-09-24,OUTD-002,Sleeping Bag,4.0,13.41087388870876
2024-09-24,JWLY-002,Gold Earrings,9.0,13.742162026718985
2024-09-24,BABY-002,Nappy Pack 40,3.0,13.388651690497742
2024-09-24,BABY-003,Baby Wipes 80ct,23.0,14.50207266340877
2024-09-24,PCAR-001,Electric Toothbrush,18.0,13.556147183784583
2024-09-24,APPL-001,Air Fryer 5L,3.0,14.067665789104275
2024-09-24,TOYS-002,Remote Control Car,8.0,13.574420386201684
2024-09-24,TOOL-002,Hammer 500g,16.0,13.176950239694458
2024-09-24,HLTH-002,Digital Thermometer,17.0,14.656988227163062
2024-09-24,DIY0-001,Power Drill,14.0,12.746460676875216
2024-09-24,GRDN-002,Plant Pots Set,16.0,13.675823603797795
2024-09-24,FURN-001,Office Chair,9.0,15.506330806582824
2024-09-24,BEAU-003,Hair Serum 100ml,24.0,14.017059691363585
2024-09-24,DIY0-002,Sandpaper Pack,12.0,13.83282023714128
2024-09-24,TOOL-001,Screwdriver Set,11.0,13.586827676469552
2024-09-24,CLTH-003,Formal Trousers,15.0,11.165018429757176
2024-09-24,OUTD-001,Camping Tent 2P,9.0,14.289441907442264
2024-09-24,SOFT-003,VPN Subscription,8.0,12.86268758712608
2024-09-24,PETS-001,Dry Dog Food 2kg,14.0,12.992070012511617
2024-09-24,TOOL-003,Adjustable Wrench,8.0,13.960745133715534
2024-09-24,BEAU-001,Face Moisturiser,15.0,14.773418550190868
2024-09-24,GRDN-001,Garden Hose 20m,25.0,13.591238104494051
2024-09-24,SOFT-001,Antivirus 1-Year,18.0,14.19312724671554
2024-09-24,MUSC-001,Acoustic Guitar,12.0,13.732424441026724
2024-09-24,HLTH-001,Vitamin C 60 Tablets,11.0,13.844301044020195
2024-09-24,PCAR-002,Razor 5-Blade,18.0,14.201788223578756
2024-09-24,FURN-003,Bedside Table,15.0,12.608298627357543
2024-09-24,MUSC-002,DJ Headphones,8.0,13.217279464359644
2024-09-24,AUTO-001,Dash Cam HD,11.0,12.246629462979712
2024-09-24,GROC-001,Ground Coffee 500g,14.0,20.03446702333593
2024-09-24,BOOK-002,Academic Textbook,9.0,14.26965786657714
2024-09-24,BOOK-001,Fiction Novel,14.0,14.079610818012684
2024-09-24,OFFC-001,A4 Paper Ream,7.0,13.692053988802629
2024-09-24,HOMK-001,Non-stick Pan 28cm,12.0,13.67610410628354
2024-09-25,FURN-002,Bookshelf 5-Tier,13.0,13.78945870628574
2024-09-25,BABY-003,Baby Wipes 80ct,10.0,13.875021237572485
2024-09-25,OFFC-003,Desk Organiser,12.0,14.600246075021357
2024-09-25,PETS-002,Cat Litter 5kg,10.0,13.6922848445683
2024-09-25,GROC-003,Pasta 500g,26.0,20.60021329646115
2024-09-25,DIY0-001,Power Drill,9.0,13.270099955619434
2024-09-25,APPL-002,Microwave Oven 20L,13.0,14.84321555766975
2024-09-25,AUTO-002,Tyre Inflator,10.0,13.52544403616847
2024-09-25,TOOL-001,Screwdriver Set,7.0,13.235909174887794
2024-09-25,FURN-001,Office Chair,20.0,14.561570473607572
