Date,SKU,SKU_Name,Demand
2024-11-30,CLTH-001,Denim Jacket,9.0
2024-11-30,SPRT-003,Resistance Bands,14.0
2024-11-30,DIY0-002,Sandpaper Pack,5.0
2024-11-30,OFFC-003,Desk Organiser,7.0
2024-11-30,DIY0-001,Power Drill,1.0
2024-12-01,MOVI-001,Action DVD Pack,8.0
2024-12-01,PETS-003,Pet Collar,15.0
2024-12-01,CLTH-002,Cotton T-Shirt,10.0
2024-12-01,ELEC-002,USB-C Hub 7-Port,13.0
2024-12-01,TOYS-001,Building Blocks Set,13.0
2024-12-01,SPRT-003,Resistance Bands,11.0
2024-12-01,GROC-003,Pasta 500g,34.0
2024-12-01,BEAU-001,Face Moisturiser,24.0
2024-12-01,BEAU-002,Lipstick Set,10.0
2024-12-01,BOOK-003,Self-Help Guide,25.0
2024-12-01,OUTD-001,Camping Tent 2P,20.0
2024-12-01,PCAR-003,Shampoo 400ml,15.0
2024-12-01,OFFC-002,Ballpoint Pens 10pk,14.0
2024-12-01,BEAU-003,Hair Serum 100ml,27.0
2024-12-01,TOYS-002,Remote Control Car,23.0
2024-12-01,MUSC-002,DJ Headphones,8.0
2024-12-01,GRDN-001,Garden Hose 20m,10.0
2024-12-01,GROC-001,Ground Coffee 500g,21.0
2024-12-01,CLTH-003,Formal Trousers,15.0
2024-12-01,FURN-001,Office Chair,10.0
2024-12-01,SOFT-002,Office Suite,12.0
2024-12-01,TOYS-003,Jigsaw Puzzle 500pc,14.0
2024-12-01,HOMK-002,Knife Set 5pc,2.0
2024-12-01,JWLY-002,Gold Earrings,30.0
2024-12-01,JWLY-003,Pearl Bracelet,19.0
2024-12-01,HLTH-001,Vitamin C 60 Tablets,23.0
2024-12-01,MUSC-003,Digital Piano,19.0
2024-12-01,AUTO-002,Tyre Inflator,11.0
2024-12-01,OUTD-002,Sleeping Bag,24.0
2024-12-01,PCAR-002,Razor 5-Blade,21.0
2024-12-01,DIY0-002,Sandpaper Pack,2.0
2024-12-01,FURN-002,Bookshelf 5-Tier,21.0
2024-12-01,GRDN-003,Pruning Shears,26.0
2024-12-01,HLTH-002,Digital Thermometer,23.0
2024-12-01,ELEC-001,Bluetooth Speaker,12.0
2024-12-01,PCAR-001,Electric Toothbrush,11.0
2024-12-01,FURN-003,Bedside Table,10.0
2024-12-01,AUTO-001,Dash Cam HD,26.0
2024-12-01,BOOK-001,Fiction Novel,11.0
2024-12-01,TOOL-003,Adjustable Wrench,11.0
2024-12-01,BABY-002,Nappy Pack 40,9.0
2024-12-01,OFFC-001,A4 Paper Ream,22.0
2024-12-01,MOVI-002,Streaming Voucher,20.0
2024-12-01,OFFC-003,Desk Organiser,31.0
2024-12-01,OUTD-003,Hiking Socks 3-Pack,16.0
2024-12-01,SPRT-001,Yoga Mat,7.0
2024-12-01,JWLY-001,Silver Necklace,23.0
2024-12-01,SPRT-002,Dumbbell Pair 5kg,19.0
2024-12-01,GRDN-002,Plant Pots Set,3.0
2024-12-01,MUSC-001,Acoustic Guitar,5.0
2024-12-01,APPL-001,Air Fryer 5L,26.0
2024-12-01,APPL-002,Microwave Oven 20L,11.0
2024-12-01,DIY0-003,Adhesive Tape Pack,16.0
2024-12-01,HOMK-003,Cutting Board,18.0
2024-12-01,CLTH-001,Denim Jacket,9.0
2024-12-01,APPL-003,Hand Blender,17.0
2024-12-01,TOOL-001,Screwdriver Set,14.0
2024-12-01,PETS-001,Dry Dog Food 2kg,26.0
2024-12-01,ELEC-003,Wireless Charger,16.0
2024-12-01,BABY-001,Baby Monitor,8.0
2024-12-01,HOMK-001,Non-stick Pan 28cm,14.0
2024-12-01,AUTO-003,Car Seat Organiser,11.0
2024-12-01,GROC-002,Cooking Oil 1L,36.0
2024-12-01,SOFT-001,Antivirus 1-Year,16.0
2024-12-01,BOOK-002,Academic Textbook,25.0
2024-12-01,HLTH-003,First Aid Kit,13.0
2024-12-01,BABY-003,Baby Wipes 80ct,10.0
2024-12-01,PETS-002,Cat Litter 5kg,17.0
2024-12-01,MOVI-003,Popcorn Maker,11.0
2024-12-01,TOOL-002,Hammer 500g,16.0
2024-12-01,SOFT-003,VPN Subscription,11.0
2024-12-01,DIY0-001,Power Drill,12.0
2024-12-02,HOMK-002,Knife Set 5pc,14.0
2024-12-02,TOOL-002,Hammer 500g,24.0
2024-12-02,SOFT-002,Office Suite,22.0
2024-12-02,MUSC-001,Acoustic Guitar,13.0
2024-12-02,BEAU-002,Lipstick Set,31.0
2024-12-02,FURN-001,Office Chair,8.0
2024-12-02,PCAR-002,Razor 5-Blade,19.0
2024-12-02,MUSC-003,Digital Piano,15.0
2024-12-02,GROC-001,Ground Coffee 500g,26.0
2024-12-02,TOYS-002,Remote Control Car,9.0
2024-12-02,BEAU-003,Hair Serum 100ml,25.0
2024-12-02,PCAR-003,Shampoo 400ml,20.0
2024-12-02,BABY-001,Baby Monitor,14.0
2024-12-02,DIY0-001,Power Drill,22.0
2024-12-02,ELEC-003,Wireless Charger,5.0
2024-12-02,SPRT-003,Resistance Bands,17.0
2024-12-02,CLTH-002,Cotton T-Shirt,13.0
2024-12-02,CLTH-003,Formal Trousers,5.0
2024-12-02,ELEC-001,Bluetooth Speaker,11.0
2024-12-02,MOVI-002,Streaming Voucher,24.0
2024-12-02,GRDN-003,Pruning Shears,11.0
2024-12-02,DIY0-002,Sandpaper Pack,17.0
2024-12-02,SPRT-002,Dumbbell Pair 5kg,16.0
2024-12-02,OFFC-003,Desk Organiser,13.0
2024-12-02,CLTH-001,Denim Jacket,24.0
2024-12-02,AUTO-002,Tyre Inflator,14.0
2024-12-02,HOMK-001,Non-stick Pan 28cm,15.0
2024-12-02,ELEC-002,USB-C Hub 7-Port,12.0
2024-12-02,APPL-003,Hand Blender,17.0
2024-12-02,TOOL-001,Screwdriver Set,16.0
2024-12-02,GROC-003,Pasta 500g,32.0
2024-12-02,SOFT-003,VPN Subscription,12.0
2024-12-02,BEAU-001,Face Moisturiser,25.0
2024-12-02,DIY0-003,Adhesive Tape Pack,17.0
2024-12-02,GRDN-001,Garden Hose 20m,21.0
2024-12-02,OUTD-001,Camping Tent 2P,17.0
2024-12-02,BOOK-002,Academic Textbook,9.0
2024-12-02,GROC-002,Cooking Oil 1L,5.0
2024-12-02,OFFC-002,Ballpoint Pens 10pk,22.0
2024-12-02,MUSC-002,DJ Headphones,17.0
2024-12-02,PETS-001,Dry Dog Food 2kg,14.0
2024-12-02,MOVI-003,Popcorn Maker,17.0
2024-12-02,JWLY-002,Gold Earrings,19.0
2024-12-02,MOVI-001,Action DVD Pack,19.0
2024-12-02,APPL-001,Air Fryer 5L,27.0
2024-12-02,HLTH-001,Vitamin C 60 Tablets,3.0
2024-12-02,PETS-002,Cat Litter 5kg,3.0
2024-12-02,OUTD-003,Hiking Socks 3-Pack,11.0
2024-12-02,HOMK-003,Cutting Board,16.0
2024-12-02,OUTD-002,Sleeping Bag,27.0
2024-12-02,FURN-002,Bookshelf 5-Tier,14.0
2024-12-02,TOOL-003,Adjustable Wrench,32.0
2024-12-02,GRDN-002,Plant Pots Set,12.0
2024-12-02,BABY-003,Baby Wipes 80ct,12.0
2024-12-02,FURN-003,Bedside Table,12.0
2024-12-02,PCAR-001,Electric Toothbrush,20.0
2024-12-02,AUTO-001,Dash Cam HD,2.0
2024-12-02,BOOK-001,Fiction Novel,11.0
2024-12-02,SPRT-001,Yoga Mat,18.0
2024-12-02,HLTH-002,Digital Thermometer,12.0
2024-12-02,BOOK-003,Self-Help Guide,15.0
2024-12-02,PETS-003,Pet Collar,24.0
2024-12-02,OFFC-001,A4 Paper Ream,19.0
2024-12-02,TOYS-003,Jigsaw Puzzle 500pc,32.0
2024-12-02,HLTH-003,First Aid Kit,17.0
2024-12-02,APPL-002,Microwave Oven 20L,18.0
2024-12-02,JWLY-001,Silver Necklace,14.0
2024-12-02,JWLY-003,Pearl Bracelet,12.0
2024-12-02,SOFT-001,Antivirus 1-Year,30.0
2024-12-02,TOYS-001,Building Blocks Set,19.0
2024-12-02,AUTO-003,Car Seat Organiser,21.0
2024-12-02,BABY-002,Nappy Pack 40,12.0
2024-12-03,HOMK-002,Knife Set 5pc,13.0
2024-12-03,MOVI-002,Streaming Voucher,5.0
2024-12-03,SOFT-002,Office Suite,12.0
2024-12-03,OFFC-002,Ballpoint Pens 10pk,22.0
2024-12-03,TOYS-002,Remote Control Car,18.0
2024-12-03,HOMK-001,Non-stick Pan 28cm,18.0
2024-12-03,OUTD-001,Camping Tent 2P,25.0
2024-12-03,HLTH-003,First Aid Kit,7.0
2024-12-03,FURN-003,Bedside Table,11.0
2024-12-03,GRDN-001,Garden Hose 20m,12.0
2024-12-03,CLTH-002,Cotton T-Shirt,18.0
2024-12-03,CLTH-003,Formal Trousers,4.0
2024-12-03,JWLY-002,Gold Earrings,18.0
2024-12-03,TOYS-003,Jigsaw Puzzle 500pc,19.0
2024-12-03,MUSC-001,Acoustic Guitar,16.0
2024-12-03,JWLY-001,Silver Necklace,9.0
2024-12-03,HLTH-001,Vitamin C 60 Tablets,13.0
2024-12-03,SPRT-003,Resistance Bands,16.0
2024-12-03,TOYS-001,Building Blocks Set,26.0
2024-12-03,BOOK-003,Self-Help Guide,12.0
2024-12-03,MUSC-002,DJ Headphones,11.0
2024-12-03,PETS-001,Dry Dog Food 2kg,17.0
2024-12-03,PETS-002,Cat Litter 5kg,7.0
2024-12-03,APPL-003,Hand Blender,17.0
2024-12-03,TOOL-001,Screwdriver Set,16.0
2024-12-03,DIY0-002,Sandpaper Pack,25.0
2024-12-03,SOFT-003,VPN Subscription,14.0
2024-12-03,MUSC-003,Digital Piano,14.0
2024-12-03,DIY0-003,Adhesive Tape Pack,18.0
2024-12-03,OFFC-001,A4 Paper Ream,22.0
2024-12-03,APPL-002,Microwave Oven 20L,14.0
2024-12-03,APPL-001,Air Fryer 5L,9.0
2024-12-03,GRDN-003,Pruning Shears,15.0
2024-12-03,JWLY-003,Pearl Bracelet,17.0
2024-12-03,PCAR-002,Razor 5-Blade,22.0
2024-12-03,BOOK-002,Academic Textbook,38.0
2024-12-03,GROC-002,Cooking Oil 1L,25.0
2024-12-03,SOFT-001,Antivirus 1-Year,19.0
2024-12-03,MOVI-003,Popcorn Maker,11.0
2024-12-03,BABY-003,Baby Wipes 80ct,24.0
2024-12-03,GRDN-002,Plant Pots Set,31.0
2024-12-03,HOMK-003,Cutting Board,16.0
2024-12-03,FURN-001,Office Chair,12.0
2024-12-03,OUTD-003,Hiking Socks 3-Pack,24.0
2024-12-03,BEAU-002,Lipstick Set,20.0
2024-12-03,ELEC-001,Bluetooth Speaker,7.0
2024-12-03,BEAU-001,Face Moisturiser,13.0
2024-12-03,SPRT-001,Yoga Mat,17.0
2024-12-03,AUTO-002,Tyre Inflator,16.0
2024-12-03,TOOL-002,Hammer 500g,17.0
2024-12-03,BOOK-001,Fiction Novel,16.0
2024-12-03,SPRT-002,Dumbbell Pair 5kg,13.0
2024-12-03,GROC-003,Pasta 500g,15.0
2024-12-03,TOOL-003,Adjustable Wrench,19.0
2024-12-03,BEAU-003,Hair Serum 100ml,21.0
2024-12-03,DIY0-001,Power Drill,16.0
2024-12-03,MOVI-001,Action DVD Pack,17.0
2024-12-03,PCAR-001,Electric Toothbrush,24.0
2024-12-03,PETS-003,Pet Collar,16.0
2024-12-03,BABY-002,Nappy Pack 40,8.0
2024-12-03,HLTH-002,Digital Thermometer,14.0
2024-12-03,CLTH-001,Denim Jacket,10.0
2024-12-03,FURN-002,Bookshelf 5-Tier,3.0
2024-12-03,ELEC-002,USB-C Hub 7-Port,4.0
2024-12-03,PCAR-003,Shampoo 400ml,3.0
2024-12-03,GROC-001,Ground Coffee 500g,10.0
2024-12-03,OFFC-003,Desk Organiser,29.0
2024-12-03,BABY-001,Baby Monitor,25.0
2024-12-03,ELEC-003,Wireless Charger,9.0
2024-12-03,AUTO-003,Car Seat Organiser,16.0
2024-12-03,OUTD-002,Sleeping Bag,31.0
2024-12-03,AUTO-001,Dash Cam HD,7.0
2024-12-04,GRDN-002,Plant Pots Set,19.0
2024-12-04,HOMK-003,Cutting Board,25.0
2024-12-04,BEAU-002,Lipstick Set,9.0
2024-12-04,OUTD-003,Hiking Socks 3-Pack,9.0
2024-12-04,PETS-001,Dry Dog Food 2kg,20.0
2024-12-04,FURN-001,Office Chair,25.0
2024-12-04,MOVI-001,Action DVD Pack,18.0
2024-12-04,ELEC-001,Bluetooth Speaker,4.0
2024-12-04,SOFT-001,Antivirus 1-Year,28.0
2024-12-04,MOVI-003,Popcorn Maker,15.0
2024-12-04,ELEC-003,Wireless Charger,17.0
2024-12-04,HLTH-002,Digital Thermometer,6.0
2024-12-04,TOOL-003,Adjustable Wrench,12.0
2024-12-04,OFFC-003,Desk Organiser,13.0
2024-12-04,BOOK-001,Fiction Novel,17.0
2024-12-04,OFFC-001,A4 Paper Ream,19.0
2024-12-04,BABY-001,Baby Monitor,19.0
2024-12-04,DIY0-002,Sandpaper Pack,17.0
2024-12-04,TOOL-001,Screwdriver Set,18.0
2024-12-04,SOFT-003,VPN Subscription,11.0
2024-12-04,SPRT-001,Yoga Mat,13.0
2024-12-04,MUSC-003,Digital Piano,23.0
2024-12-04,DIY0-003,Adhesive Tape Pack,28.0
2024-12-04,PCAR-001,Electric Toothbrush,21.0
2024-12-04,DIY0-001,Power Drill,20.0
2024-12-04,AUTO-003,Car Seat Organiser,20.0
2024-12-04,APPL-002,Microwave Oven 20L,23.0
2024-12-04,JWLY-003,Pearl Bracelet,21.0
2024-12-04,AUTO-001,Dash Cam HD,13.0
2024-12-04,APPL-001,Air Fryer 5L,22.0
2024-12-04,GRDN-003,Pruning Shears,14.0
2024-12-04,BOOK-002,Academic Textbook,8.0
2024-12-04,PETS-003,Pet Collar,12.0
2024-12-04,GROC-002,Cooking Oil 1L,5.0
2024-12-04,GRDN-001,Garden Hose 20m,20.0
2024-12-04,GROC-001,Ground Coffee 500g,19.0
2024-12-04,BABY-003,Baby Wipes 80ct,16.0
2024-12-04,CLTH-003,Formal Trousers,19.0
2024-12-04,PCAR-002,Razor 5-Blade,10.0
2024-12-04,HOMK-001,Non-stick Pan 28cm,23.0
2024-12-04,TOOL-002,Hammer 500g,41.0
2024-12-04,APPL-003,Hand Blender,11.0
2024-12-04,JWLY-001,Silver Necklace,21.0
2024-12-04,PETS-002,Cat Litter 5kg,23.0
2024-12-04,BABY-002,Nappy Pack 40,5.0
2024-12-04,BEAU-003,Hair Serum 100ml,14.0
2024-12-04,BOOK-003,Self-Help Guide,16.0
2024-12-04,CLTH-002,Cotton T-Shirt,18.0
2024-12-04,GROC-003,Pasta 500g,36.0
2024-12-04,JWLY-002,Gold Earrings,12.0
2024-12-04,SPRT-002,Dumbbell Pair 5kg,18.0
2024-12-04,MUSC-001,Acoustic Guitar,11.0
2024-12-04,OUTD-002,Sleeping Bag,16.0
2024-12-04,TOYS-003,Jigsaw Puzzle 500pc,10.0
2024-12-04,FURN-003,Bedside Table,17.0
2024-12-04,HLTH-001,Vitamin C 60 Tablets,19.0
2024-12-04,SPRT-003,Resistance Bands,12.0
2024-12-04,PCAR-003,Shampoo 400ml,14.0
2024-12-04,BEAU-001,Face Moisturiser,23.0
2024-12-04,TOYS-001,Building Blocks Set,5.0
2024-12-04,AUTO-002,Tyre Inflator,6.0
2024-12-04,SOFT-002,Office Suite,30.0
2024-12-04,ELEC-002,USB-C Hub 7-Port,10.0
2024-12-04,HLTH-003,First Aid Kit,33.0
2024-12-04,MUSC-002,DJ Headphones,19.0
2024-12-04,MOVI-002,Streaming Voucher,19.0
2024-12-04,HOMK-002,Knife Set 5pc,24.0
2024-12-04,OUTD-001,Camping Tent 2P,15.0
2024-12-04,OFFC-002,Ballpoint Pens 10pk,12.0
2024-12-04,FURN-002,Bookshelf 5-Tier,14.0
2024-12-04,TOYS-002,Remote Control Car,15.0
2024-12-04,CLTH-001,Denim Jacket,10.0
2024-12-05,HLTH-002,Digital Thermometer,16.0
2024-12-05,HLTH-001,Vitamin C 60 Tablets,22.0
2024-12-05,PCAR-001,Electric Toothbrush,17.0
2024-12-05,MUSC-003,Digital Piano,10.0
2024-12-05,HOMK-002,Knife Set 5pc,27.0
2024-12-05,AUTO-001,Dash Cam HD,15.0
2024-12-05,SOFT-003,VPN Subscription,19.0
2024-12-05,BABY-002,Nappy Pack 40,12.0
2024-12-05,TOOL-001,Screwdriver Set,15.0
2024-12-05,TOYS-003,Jigsaw Puzzle 500pc,17.0
2024-12-05,AUTO-002,Tyre Inflator,15.0
2024-12-05,BEAU-001,Face Moisturiser,2.0
2024-12-05,PCAR-002,Razor 5-Blade,19.0
2024-12-05,OFFC-001,A4 Paper Ream,23.0
2024-12-05,MOVI-003,Popcorn Maker,18.0
2024-12-05,MUSC-002,DJ Headphones,20.0
2024-12-05,FURN-003,Bedside Table,23.0
2024-12-05,GROC-003,Pasta 500g,26.0
2024-12-05,APPL-001,Air Fryer 5L,14.0
2024-12-05,FURN-001,Office Chair,19.0
2024-12-05,PETS-001,Dry Dog Food 2kg,12.0
2024-12-05,OUTD-001,Camping Tent 2P,24.0
2024-12-05,TOOL-003,Adjustable Wrench,13.0
2024-12-05,BOOK-001,Fiction Novel,19.0
2024-12-05,SOFT-002,Office Suite,17.0
2024-12-05,ELEC-002,USB-C Hub 7-Port,5.0
2024-12-05,FURN-002,Bookshelf 5-Tier,15.0
2024-12-05,BEAU-002,Lipstick Set,16.0
2024-12-05,GROC-002,Cooking Oil 1L,39.0
2024-12-05,BOOK-003,Self-Help Guide,15.0
2024-12-05,PETS-003,Pet Collar,12.0
2024-12-05,HLTH-003,First Aid Kit,4.0
2024-12-05,OFFC-002,Ballpoint Pens 10pk,19.0
2024-12-05,MOVI-001,Action DVD Pack,19.0
2024-12-05,JWLY-002,Gold Earrings,6.0
2024-12-05,OUTD-002,Sleeping Bag,10.0
2024-12-05,SOFT-001,Antivirus 1-Year,14.0
2024-12-05,APPL-003,Hand Blender,18.0
2024-12-05,BOOK-002,Academic Textbook,24.0
2024-12-05,JWLY-001,Silver Necklace,25.0
2024-12-05,GRDN-003,Pruning Shears,19.0
2024-12-05,GRDN-001,Garden Hose 20m,25.0
2024-12-05,BABY-003,Baby Wipes 80ct,22.0
2024-12-05,SPRT-003,Resistance Bands,3.0
2024-12-05,TOOL-002,Hammer 500g,11.0
2024-12-05,HOMK-003,Cutting Board,14.0
2024-12-05,OUTD-003,Hiking Socks 3-Pack,17.0
2024-12-05,ELEC-003,Wireless Charger,17.0
2024-12-05,ELEC-001,Bluetooth Speaker,15.0
2024-12-05,CLTH-001,Denim Jacket,15.0
2024-12-05,HOMK-001,Non-stick Pan 28cm,13.0
2024-12-05,BEAU-003,Hair Serum 100ml,15.0
2024-12-05,CLTH-003,Formal Trousers,18.0
2024-12-05,CLTH-002,Cotton T-Shirt,14.0
2024-12-05,SPRT-002,Dumbbell Pair 5kg,6.0
2024-12-05,PETS-002,Cat Litter 5kg,22.0
2024-12-05,TOYS-001,Building Blocks Set,8.0
2024-12-05,TOYS-002,Remote Control Car,10.0
2024-12-05,MOVI-002,Streaming Voucher,3.0
2024-12-05,PCAR-003,Shampoo 400ml,14.0
2024-12-05,OFFC-003,Desk Organiser,10.0
2024-12-05,APPL-002,Microwave Oven 20L,14.0
2024-12-05,DIY0-003,Adhesive Tape Pack,30.0
2024-12-05,GRDN-002,Plant Pots Set,17.0
2024-12-05,DIY0-001,Power Drill,20.0
2024-12-05,SPRT-001,Yoga Mat,20.0
2024-12-05,DIY0-002,Sandpaper Pack,25.0
2024-12-05,MUSC-001,Acoustic Guitar,18.0
2024-12-05,AUTO-003,Car Seat Organiser,12.0
2024-12-05,JWLY-003,Pearl Bracelet,18.0
2024-12-05,GROC-001,Ground Coffee 500g,7.0
2024-12-05,BABY-001,Baby Monitor,13.0
2024-12-06,CLTH-003,Formal Trousers,9.0
2024-12-06,BEAU-003,Hair Serum 100ml,15.0
2024-12-06,APPL-001,Air Fryer 5L,7.0
2024-12-06,MOVI-003,Popcorn Maker,18.0
2024-12-06,OFFC-002,Ballpoint Pens 10pk,34.0
2024-12-06,DIY0-002,Sandpaper Pack,39.0
2024-12-06,PCAR-002,Razor 5-Blade,24.0
2024-12-06,HOMK-003,Cutting Board,9.0
2024-12-06,HOMK-001,Non-stick Pan 28cm,30.0
2024-12-06,MUSC-002,DJ Headphones,15.0
2024-12-06,AUTO-002,Tyre Inflator,16.0
2024-12-06,CLTH-002,Cotton T-Shirt,6.0
2024-12-06,BOOK-003,Self-Help Guide,14.0
2024-12-06,TOYS-001,Building Blocks Set,18.0
2024-12-06,GROC-001,Ground Coffee 500g,34.0
2024-12-06,FURN-002,Bookshelf 5-Tier,22.0
2024-12-06,TOOL-002,Hammer 500g,28.0
2024-12-06,AUTO-001,Dash Cam HD,8.0
2024-12-06,OUTD-001,Camping Tent 2P,12.0
2024-12-06,SOFT-002,Office Suite,19.0
2024-12-06,JWLY-002,Gold Earrings,21.0
2024-12-06,HLTH-003,First Aid Kit,10.0
2024-12-06,PCAR-003,Shampoo 400ml,9.0
2024-12-06,HOMK-002,Knife Set 5pc,8.0
2024-12-06,MOVI-002,Streaming Voucher,23.0
2024-12-06,TOYS-002,Remote Control Car,7.0
2024-12-06,OFFC-001,A4 Paper Ream,21.0
2024-12-06,SPRT-002,Dumbbell Pair 5kg,14.0
2024-12-06,JWLY-001,Silver Necklace,11.0
2024-12-06,OUTD-002,Sleeping Bag,7.0
2024-12-06,DIY0-001,Power Drill,11.0
2024-12-06,GROC-003,Pasta 500g,37.0
2024-12-06,JWLY-003,Pearl Bracelet,15.0
2024-12-06,CLTH-001,Denim Jacket,11.0
2024-12-06,BOOK-002,Academic Textbook,11.0
2024-12-06,FURN-003,Bedside Table,19.0
2024-12-06,OFFC-003,Desk Organiser,10.0
2024-12-06,SPRT-001,Yoga Mat,26.0
2024-12-06,TOOL-003,Adjustable Wrench,9.0
2024-12-06,PCAR-001,Electric Toothbrush,25.0
2024-12-06,SPRT-003,Resistance Bands,4.0
2024-12-06,BOOK-001,Fiction Novel,28.0
2024-12-06,BABY-002,Nappy Pack 40,23.0
2024-12-06,DIY0-003,Adhesive Tape Pack,12.0
2024-12-06,BABY-003,Baby Wipes 80ct,9.0
2024-12-06,APPL-002,Microwave Oven 20L,17.0
2024-12-06,GRDN-001,Garden Hose 20m,9.0
2024-12-06,GROC-002,Cooking Oil 1L,17.0
2024-12-06,HLTH-002,Digital Thermometer,25.0
2024-12-06,GRDN-003,Pruning Shears,16.0
2024-12-06,MUSC-001,Acoustic Guitar,16.0
2024-12-06,MUSC-003,Digital Piano,17.0
2024-12-06,HLTH-001,Vitamin C 60 Tablets,20.0
2024-12-06,PETS-001,Dry Dog Food 2kg,25.0
2024-12-06,PETS-002,Cat Litter 5kg,14.0
2024-12-06,BEAU-002,Lipstick Set,9.0
2024-12-06,SOFT-001,Antivirus 1-Year,14.0
2024-12-06,AUTO-003,Car Seat Organiser,2.0
2024-12-06,ELEC-001,Bluetooth Speaker,11.0
2024-12-06,BEAU-001,Face Moisturiser,14.0
2024-12-06,ELEC-002,USB-C Hub 7-Port,18.0
2024-12-06,ELEC-003,Wireless Charger,14.0
2024-12-06,TOOL-001,Screwdriver Set,10.0
2024-12-06,PETS-003,Pet Collar,28.0
2024-12-06,BABY-001,Baby Monitor,7.0
2024-12-06,SOFT-003,VPN Subscription,12.0
2024-12-06,GRDN-002,Plant Pots Set,13.0
2024-12-06,FURN-001,Office Chair,15.0
2024-12-06,TOYS-003,Jigsaw Puzzle 500pc,8.0
2024-12-06,MOVI-001,Action DVD Pack,25.0
2024-12-06,OUTD-003,Hiking Socks 3-Pack,20.0
2024-12-06,APPL-003,Hand Blender,32.0
2024-12-07,SPRT-003,Resistance Bands,14.0
2024-12-07,TOYS-003,Jigsaw Puzzle 500pc,24.0
2024-12-07,BEAU-001,Face Moisturiser,26.0
2024-12-07,TOYS-001,Building Blocks Set,11.0
2024-12-07,HLTH-001,Vitamin C 60 Tablets,10.0
2024-12-07,AUTO-003,Car Seat Organiser,15.0
2024-12-07,PCAR-003,Shampoo 400ml,9.0
2024-12-07,DIY0-001,Power Drill,6.0
2024-12-07,PETS-003,Pet Collar,6.0
2024-12-07,BABY-001,Baby Monitor,14.0
2024-12-07,GROC-001,Ground Coffee 500g,24.0
2024-12-07,HLTH-002,Digital Thermometer,12.0
2024-12-07,GRDN-001,Garden Hose 20m,15.0
2024-12-07,BABY-002,Nappy Pack 40,19.0
2024-12-07,BOOK-001,Fiction Novel,16.0
2024-12-07,PCAR-001,Electric Toothbrush,14.0
2024-12-07,APPL-001,Air Fryer 5L,14.0
2024-12-07,ELEC-003,Wireless Charger,10.0
2024-12-07,MOVI-001,Action DVD Pack,18.0
2024-12-07,ELEC-002,USB-C Hub 7-Port,5.0
2024-12-07,FURN-002,Bookshelf 5-Tier,17.0
2024-12-07,BEAU-003,Hair Serum 100ml,14.0
2024-12-07,AUTO-002,Tyre Inflator,34.0
2024-12-07,HLTH-003,First Aid Kit,13.0
2024-12-07,CLTH-001,Denim Jacket,14.0
2024-12-07,OUTD-002,Sleeping Bag,15.0
2024-12-07,SPRT-002,Dumbbell Pair 5kg,20.0
2024-12-07,OFFC-003,Desk Organiser,16.0
2024-12-07,APPL-003,Hand Blender,34.0
2024-12-07,ELEC-001,Bluetooth Speaker,7.0
2024-12-07,TOOL-003,Adjustable Wrench,7.0
2024-12-07,HOMK-002,Knife Set 5pc,12.0
2024-12-07,MUSC-003,Digital Piano,37.0
2024-12-07,MUSC-002,DJ Headphones,13.0
2024-12-07,DIY0-003,Adhesive Tape Pack,26.0
2024-12-07,OFFC-002,Ballpoint Pens 10pk,12.0
2024-12-07,GRDN-003,Pruning Shears,17.0
2024-12-07,PCAR-002,Razor 5-Blade,16.0
2024-12-07,HOMK-001,Non-stick Pan 28cm,18.0
2024-12-07,HOMK-003,Cutting Board,30.0
2024-12-07,SOFT-001,Antivirus 1-Year,16.0
2024-12-07,APPL-002,Microwave Oven 20L,15.0
2024-12-07,OUTD-003,Hiking Socks 3-Pack,4.0
2024-12-07,BABY-003,Baby Wipes 80ct,15.0
2024-12-07,TOOL-001,Screwdriver Set,19.0
2024-12-07,CLTH-003,Formal Trousers,21.0
2024-12-07,FURN-001,Office Chair,19.0
2024-12-07,GRDN-002,Plant Pots Set,8.0
2024-12-07,BEAU-002,Lipstick Set,13.0
2024-12-07,PETS-001,Dry Dog Food 2kg,20.0
2024-12-07,GROC-002,Cooking Oil 1L,26.0
2024-12-07,SOFT-003,VPN Subscription,17.0
2024-12-07,DIY0-002,Sandpaper Pack,15.0
2024-12-07,BOOK-003,Self-Help Guide,25.0
2024-12-07,PETS-002,Cat Litter 5kg,20.0
2024-12-07,OUTD-001,Camping Tent 2P,10.0
2024-12-07,SPRT-001,Yoga Mat,13.0
2024-12-07,JWLY-003,Pearl Bracelet,5.0
2024-12-07,JWLY-001,Silver Necklace,10.0
2024-12-07,MUSC-001,Acoustic Guitar,14.0
2024-12-07,CLTH-002,Cotton T-Shirt,15.0
2024-12-07,SOFT-002,Office Suite,20.0
2024-12-07,OFFC-001,A4 Paper Ream,22.0
2024-12-07,TOOL-002,Hammer 500g,9.0
2024-12-07,FURN-003,Bedside Table,29.0
2024-12-07,BOOK-002,Academic Textbook,21.0
2024-12-07,JWLY-002,Gold Earrings,8.0
2024-12-07,MOVI-002,Streaming Voucher,17.0
2024-12-07,TOYS-002,Remote Control Car,10.0
2024-12-07,AUTO-001,Dash Cam HD,21.0
2024-12-07,MOVI-003,Popcorn Maker,15.0
2024-12-07,GROC-003,Pasta 500g,33.0
2024-12-08,PETS-001,Dry Dog Food 2kg,40.0
2024-12-08,DIY0-003,Adhesive Tape Pack,23.0
